,id,metadata_type,indicator_code,indicator_name,definition_concept,benefit,additional_information,interpretation,full_content
455,484,indikator,736,Indeks Berantai Perikanan Budidaya,Merupakan angka yang menunjukkan perbandingan produksi perikanan budidaya dan hasil-hasilnya pada tahun tertentu terhadap periode tahun sebelumnya.,Indeks ini dapat memberikan informasi tentang perkembangan produksi perikanan budidaya dan hasil-hasilnya setiap tahun berjalan dibandingakan dengan tahun sebelumnya.,,"- Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembanganproduksi perikanan budidaya antara tahun berjalan dengan tahun sebelumnya; 
- Jika angka indeks yang dihasilkan > 100 berarti ada perkembanganproduksi perikanan budidaya antara tahun berjalan dengan tahun sebelumnya; 
- Jika angka indeks yang dihasilkan = 100 berarti ada penurunan produksi perikanan budidaya antara tahun berjalan dengan tahun sebelumnya. ","Nama indikator : Indeks Berantai Perikanan Budidaya.

Konsep definisi : Merupakan angka yang menunjukkan perbandingan produksi perikanan budidaya dan hasil-hasilnya pada tahun tertentu terhadap periode tahun sebelumnya.

Manfaat : Indeks ini dapat memberikan informasi tentang perkembangan produksi perikanan budidaya dan hasil-hasilnya setiap tahun berjalan dibandingakan dengan tahun sebelumnya.

Keterangan tambahan : .

Interpretasi : - Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembanganproduksi perikanan budidaya antara tahun berjalan dengan tahun sebelumnya; 
- Jika angka indeks yang dihasilkan > 100 berarti ada perkembanganproduksi perikanan budidaya antara tahun berjalan dengan tahun sebelumnya; 
- Jika angka indeks yang dihasilkan = 100 berarti ada penurunan produksi perikanan budidaya antara tahun berjalan dengan tahun sebelumnya. ."
456,485,indikator,737,Indeks Berantai Perikanan Tangkap,Merupakan angka yang menunjukkan perbandingan produksi perikanan tangkap dan hasil-hasilnya pada tahun tertentu terhadap periode tahun sebelumnya.,Memberikan informasi tentang perkembangan produksi perikanan tangkap dan hasil-hasilnya setiap tahun berjalan dibandingakan dengan tahun sebelumnya.,,"- Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi perikanan tangkap antara tahun berjalan dengan tahun sebelumnya; 
- Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi perikanan tangkap antara tahun berjalan dengan tahun sebelumnya; 
- Jika angka indeks yang dihasilkan = 100 berarti ada penurunan produksi perikanan tangkap antara tahun berjalan dengan tahun sebelumnya. ","Nama indikator : Indeks Berantai Perikanan Tangkap.

Konsep definisi : Merupakan angka yang menunjukkan perbandingan produksi perikanan tangkap dan hasil-hasilnya pada tahun tertentu terhadap periode tahun sebelumnya.

Manfaat : Memberikan informasi tentang perkembangan produksi perikanan tangkap dan hasil-hasilnya setiap tahun berjalan dibandingakan dengan tahun sebelumnya.

Keterangan tambahan : .

Interpretasi : - Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi perikanan tangkap antara tahun berjalan dengan tahun sebelumnya; 
- Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi perikanan tangkap antara tahun berjalan dengan tahun sebelumnya; 
- Jika angka indeks yang dihasilkan = 100 berarti ada penurunan produksi perikanan tangkap antara tahun berjalan dengan tahun sebelumnya. ."
457,496,indikator,748,Angka Indeks Produksi Padi,Angka yang menunjukkan perbandingan produksi padi dalam dua waktu yang berbeda dan telah ditentukan waktunya.,Melihat perkembangan industri.,,"-	Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi padi antara tahun berjalan dengan tahun dasar;
-	Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi padi antara tahun berjalan dengan tahun dasar;
-	Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi padi antara tahun berjalan dengan tahun dasar.
","Nama indikator : Angka Indeks Produksi Padi.

Konsep definisi : Angka yang menunjukkan perbandingan produksi padi dalam dua waktu yang berbeda dan telah ditentukan waktunya.

Manfaat : Melihat perkembangan industri.

Keterangan tambahan : .

Interpretasi : -	Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi padi antara tahun berjalan dengan tahun dasar;
-	Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi padi antara tahun berjalan dengan tahun dasar;
-	Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi padi antara tahun berjalan dengan tahun dasar.
."
458,497,indikator,749,Angka Indeks Produksi Palawija,Angka yang menunjukkan perbandingan produksi palawija dalam dua waktu yang berbeda dan telah ditentukan waktunya.,Melihat perkembangan industri.,,"-	Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi palawija antara tahun berjalan dengan tahun dasar;
-	Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi palawija antara tahun berjalan dengan tahun dasar;
-	Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi palawija antara tahun berjalan dengan tahun dasar.
","Nama indikator : Angka Indeks Produksi Palawija.

Konsep definisi : Angka yang menunjukkan perbandingan produksi palawija dalam dua waktu yang berbeda dan telah ditentukan waktunya.

Manfaat : Melihat perkembangan industri.

Keterangan tambahan : .

Interpretasi : -	Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi palawija antara tahun berjalan dengan tahun dasar;
-	Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi palawija antara tahun berjalan dengan tahun dasar;
-	Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi palawija antara tahun berjalan dengan tahun dasar.
."
459,498,indikator,750,Angka Indeks Produksi Kehutanan,Angka yang menunjukkan perbandingan produksi kehutanan dalam dua waktu yang berbeda dan telah ditentukan waktunya.,Melihat perkembangan industri.,,"- Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi kehutanan antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi kehutanan antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi kehutanan antara tahun berjalan dengan tahun dasar. ","Nama indikator : Angka Indeks Produksi Kehutanan.

Konsep definisi : Angka yang menunjukkan perbandingan produksi kehutanan dalam dua waktu yang berbeda dan telah ditentukan waktunya.

Manfaat : Melihat perkembangan industri.

Keterangan tambahan : .

Interpretasi : - Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi kehutanan antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi kehutanan antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi kehutanan antara tahun berjalan dengan tahun dasar. ."
460,499,indikator,751,Angka Indeks Produksi Perikanan Budidaya,Angka yang menunjukkan perbandingan produksi perikanan budidaya dalam dua waktu yang berbeda dan telah ditentukan waktunya.,Melihat perkembangan industri.,,"- Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi perikanan budidaya antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi perikanan budidaya antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi perikanan budidaya antara tahun berjalan dengan tahun dasar. ","Nama indikator : Angka Indeks Produksi Perikanan Budidaya.

Konsep definisi : Angka yang menunjukkan perbandingan produksi perikanan budidaya dalam dua waktu yang berbeda dan telah ditentukan waktunya.

Manfaat : Melihat perkembangan industri.

Keterangan tambahan : .

Interpretasi : - Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi perikanan budidaya antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi perikanan budidaya antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi perikanan budidaya antara tahun berjalan dengan tahun dasar. ."
461,500,indikator,752,Angka Indeks Produksi Perikanan Tangkap,Angka yang menunjukkan perbandingan produksi perikanan tangkap dalam dua waktu yang berbeda dan telah ditentukan waktunya.,Melihat perkembangan industri.,," - Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi perikanan tangkap antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi perikanan tangkap antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi perikanan tangkap antara tahun berjalan dengan tahun dasar.
","Nama indikator : Angka Indeks Produksi Perikanan Tangkap.

Konsep definisi : Angka yang menunjukkan perbandingan produksi perikanan tangkap dalam dua waktu yang berbeda dan telah ditentukan waktunya.

Manfaat : Melihat perkembangan industri.

Keterangan tambahan : .

Interpretasi :  - Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi perikanan tangkap antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi perikanan tangkap antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi perikanan tangkap antara tahun berjalan dengan tahun dasar.
."
462,501,indikator,753,Angka Indeks Produksi Sayuran,Angka yang menunjukkan perbandingan produksi sayuran dalam dua waktu yang berbeda dan telah ditentukan waktunya.,Melihat perkembangan industri.,,"-	Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi sayuran antara tahun berjalan dengan tahun dasar;
-	Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi sayuran antara tahun berjalan dengan tahun dasar;
-	Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi sayuran antara tahun berjalan dengan tahun dasar.
","Nama indikator : Angka Indeks Produksi Sayuran.

Konsep definisi : Angka yang menunjukkan perbandingan produksi sayuran dalam dua waktu yang berbeda dan telah ditentukan waktunya.

Manfaat : Melihat perkembangan industri.

Keterangan tambahan : .

Interpretasi : -	Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi sayuran antara tahun berjalan dengan tahun dasar;
-	Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi sayuran antara tahun berjalan dengan tahun dasar;
-	Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi sayuran antara tahun berjalan dengan tahun dasar.
."
463,502,indikator,754,Angka Indeks Produksi Buah-Buahan,Angka yang menunjukkan perbandingan produksi buah-buahan dalam dua waktu yang berbeda dan telah ditentukan waktunya.,Melihat perkembangan industri.,,"-	Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi buah-buahan antara tahun berjalan dengan tahun dasar;
-	Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi buah-buahan antara tahun berjalan dengan tahun dasar;
-	Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi buah-buahan antara tahun berjalan dengan tahun dasar.
","Nama indikator : Angka Indeks Produksi Buah-Buahan.

Konsep definisi : Angka yang menunjukkan perbandingan produksi buah-buahan dalam dua waktu yang berbeda dan telah ditentukan waktunya.

Manfaat : Melihat perkembangan industri.

Keterangan tambahan : .

Interpretasi : -	Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi buah-buahan antara tahun berjalan dengan tahun dasar;
-	Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi buah-buahan antara tahun berjalan dengan tahun dasar;
-	Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi buah-buahan antara tahun berjalan dengan tahun dasar.
."
464,503,indikator,755,Angka Indeks Produksi Perkebunan Rakyat,Angka yang menunjukkan perbandingan produksi perkebunan rakyat dalam dua waktu yang berbeda dan telah ditentukan waktunya.,Melihat perkembangan industri.,,"- Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi perkebunan rakyat antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi perkebunan rakyat antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi perkebunan rakyat antara tahun berjalan dengan tahun dasar. ","Nama indikator : Angka Indeks Produksi Perkebunan Rakyat.

Konsep definisi : Angka yang menunjukkan perbandingan produksi perkebunan rakyat dalam dua waktu yang berbeda dan telah ditentukan waktunya.

Manfaat : Melihat perkembangan industri.

Keterangan tambahan : .

Interpretasi : - Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi perkebunan rakyat antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi perkebunan rakyat antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi perkebunan rakyat antara tahun berjalan dengan tahun dasar. ."
465,504,indikator,756,Angka Indeks Produksi Perkebunan Besar Negara,Angka yang menunjukkan perbandingan produksi perkebunan besar negara dalam dua waktu yang berbeda dan telah ditentukan waktunya.,Melihat perkembangan industri.,," - Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi perkebunan besar negara antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi perkebunan besar negara antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi perkebunan besar negara antara tahun berjalan dengan tahun dasar. ","Nama indikator : Angka Indeks Produksi Perkebunan Besar Negara.

Konsep definisi : Angka yang menunjukkan perbandingan produksi perkebunan besar negara dalam dua waktu yang berbeda dan telah ditentukan waktunya.

Manfaat : Melihat perkembangan industri.

Keterangan tambahan : .

Interpretasi :  - Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi perkebunan besar negara antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi perkebunan besar negara antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi perkebunan besar negara antara tahun berjalan dengan tahun dasar. ."
466,505,indikator,757,Angka Indeks Produksi Perkebunan Besar Swasta,Angka yang menunjukkan perbandingan produksi perkebunan besar swasta dalam dua waktu yang berbeda dan telah ditentukan waktunya.,Melihat perkembangan industri.,,"- Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi perkebunan besar swasta antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi perkebunan besar swasta antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi perkebunan besar swasta antara tahun berjalan dengan tahun dasar. ","Nama indikator : Angka Indeks Produksi Perkebunan Besar Swasta.

Konsep definisi : Angka yang menunjukkan perbandingan produksi perkebunan besar swasta dalam dua waktu yang berbeda dan telah ditentukan waktunya.

Manfaat : Melihat perkembangan industri.

Keterangan tambahan : .

Interpretasi : - Jika angka indeks yang dihasilkan = 100 berarti tidak ada perkembangan produksi perkebunan besar swasta antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan > 100 berarti ada perkembangan produksi perkebunan besar swasta antara tahun berjalan dengan tahun dasar; 
- Jika angka indeks yang dihasilkan < 100 berarti ada penurunan produksi perkebunan besar swasta antara tahun berjalan dengan tahun dasar. ."
467,506,indikator,758,Jumlah Desa/Kelurahan dengan  Sumber Penghasilan Utama Sebagian Besar Penduduk Pertanian ,"Banyaknya wilayah administrasi terkecil setingkat desa di Indonesia (desa, kelurahan, UPT/SPT, dan lainnya) yang sumber penghasilan utama sebagian besar penduduknya dari sektor pertanian.","Mengetahui jumlah desa/kelurahan di Indonesia pada tahun 2018 yang sumber penghasilan utama sebagian besar penduduknya dari sektor pertanian.
",,"Jumlah desa/kelurahan dengan sumber penghasilan utama sebagian besar penduduk dari sektor pertanian pada tahun tertentu.
","Nama indikator : Jumlah Desa/Kelurahan dengan  Sumber Penghasilan Utama Sebagian Besar Penduduk Pertanian .

Konsep definisi : Banyaknya wilayah administrasi terkecil setingkat desa di Indonesia (desa, kelurahan, UPT/SPT, dan lainnya) yang sumber penghasilan utama sebagian besar penduduknya dari sektor pertanian.

Manfaat : Mengetahui jumlah desa/kelurahan di Indonesia pada tahun 2018 yang sumber penghasilan utama sebagian besar penduduknya dari sektor pertanian.
.

Keterangan tambahan : .

Interpretasi : Jumlah desa/kelurahan dengan sumber penghasilan utama sebagian besar penduduk dari sektor pertanian pada tahun tertentu.
."
